4.557249e+37	1:2,2:22,3:5,4:25,6:9
1.422796e+39	1:3,2:20,3:12,4:19,6:9
1.152234e+39	1:4,2:19,3:10,4:21,6:9
7.805501e+38	1:1,2:22,3:14,4:18,6:8
0.000000e+00
0	1:4,2:14,3:21,4:15,6:9
4.021843e+37	1:2,2:16,3:9,4:27,6:9
3.029276e+38	1:7,2:21,3:10,4:17,6:8
1.917916e+39	1:5,2:20,3:11,4:19,6:8
2.074449e+38	1:1,2:21,3:15,4:17,6:9
3.269525e+38	1:5,2:20,3:7,4:22,6:9
2.393094e+39	1:3,2:22,3:11,4:19,6:8
1.493112e+39	1:4,2:18,3:14,4:19,6:8
3.068854e+39	1:3,2:21,3:11,4:20,6:8
1.250814e+39	1:5,2:19,3:13,4:18,6:8
8.406340e+38	1:2,2:19,3:16,4:18,6:8
1.380481e+39	1:3,2:18,3:15,4:19,6:8
2.309366e+38	1:2,2:20,3:13,4:18,6:10
1.090864e+38	1:6,2:18,3:7,4:23,6:9
3.256182e+38	1:5,2:24,3:7,4:19,6:8
2.635660e+39	1:2,2:21,3:11,4:21,6:8
2.201995e+39	1:4,2:21,3:9,4:21,6:8
1.064313e+39	1:2,2:21,3:10,4:21,6:9
2.121878e+38	1:6,2:22,3:9,4:17,6:9
